student,vak,activiteit,zaal,dag,tijdslot
Ciske,Data Mining,h1,A1.10,Dag2,15
Deejay,Data Mining,h1,A1.10,Dag2,15
Herwin,Data Mining,h1,A1.10,Dag2,15
Jarik,Data Mining,h1,A1.10,Dag2,15
Jayme,Data Mining,h1,A1.10,Dag2,15
Jetty,Data Mining,h1,A1.10,Dag2,15
Johannus,Data Mining,h1,A1.10,Dag2,15
Kamil,Data Mining,h1,A1.10,Dag2,15
Kavish,Data Mining,h1,A1.10,Dag2,15
Kyan,Data Mining,h1,A1.10,Dag2,15
Mahmud,Data Mining,h1,A1.10,Dag2,15
Marise,Data Mining,h1,A1.10,Dag2,15
Michal,Data Mining,h1,A1.10,Dag2,15
Nordin,Data Mining,h1,A1.10,Dag2,15
Ouidad,Data Mining,h1,A1.10,Dag2,15
Remon,Data Mining,h1,A1.10,Dag2,15
Rins,Data Mining,h1,A1.10,Dag2,15
Rivelino,Data Mining,h1,A1.10,Dag2,15
Sayfeddine,Data Mining,h1,A1.10,Dag2,15
Talha,Data Mining,h1,A1.10,Dag2,15
Theadora,Data Mining,h1,A1.10,Dag2,15
Touraya,Data Mining,h1,A1.10,Dag2,15
Yanick,Data Mining,h1,A1.10,Dag2,15
Andre,Data Mining,h2,B0.201,Dag2,15
Ans,Data Mining,h2,B0.201,Dag2,15
Ard,Data Mining,h2,B0.201,Dag2,15
Brigitta,Data Mining,h2,B0.201,Dag2,15
Ciske,Data Mining,h2,B0.201,Dag2,15
Deejay,Data Mining,h2,B0.201,Dag2,15
Herwin,Data Mining,h2,B0.201,Dag2,15
Jarik,Data Mining,h2,B0.201,Dag2,15
Jayme,Data Mining,h2,B0.201,Dag2,15
Jetty,Data Mining,h2,B0.201,Dag2,15
Johannus,Data Mining,h2,B0.201,Dag2,15
Kamil,Data Mining,h2,B0.201,Dag2,15
Kavish,Data Mining,h2,B0.201,Dag2,15
Kyan,Data Mining,h2,B0.201,Dag2,15
Mahmud,Data Mining,h2,B0.201,Dag2,15
Marise,Data Mining,h2,B0.201,Dag2,15
Michal,Data Mining,h2,B0.201,Dag2,15
Nordin,Data Mining,h2,B0.201,Dag2,15
Ouidad,Data Mining,h2,B0.201,Dag2,15
Remon,Data Mining,h2,B0.201,Dag2,15
Rins,Data Mining,h2,B0.201,Dag2,15
Rivelino,Data Mining,h2,B0.201,Dag2,15
Sayfeddine,Data Mining,h2,B0.201,Dag2,15
Talha,Data Mining,h2,B0.201,Dag2,15
Theadora,Data Mining,h2,B0.201,Dag2,15
Touraya,Data Mining,h2,B0.201,Dag2,15
Yanick,Data Mining,h2,B0.201,Dag2,15
Andre,Data Mining,w1,C0.110,Dag2,15
Ans,Data Mining,w1,C0.110,Dag2,15
Ard,Data Mining,w1,C0.110,Dag2,15
Brigitta,Data Mining,w1,C0.110,Dag2,15
Ciske,Data Mining,w1,C0.110,Dag2,15
Deejay,Data Mining,w1,C0.110,Dag2,15
Herwin,Data Mining,w1,C0.110,Dag2,15
Jarik,Data Mining,w1,C0.110,Dag2,15
Jayme,Data Mining,w1,C0.110,Dag2,15
Jetty,Data Mining,w1,C0.110,Dag2,15
Johannus,Data Mining,w1,C1.112,Dag2,15
Kamil,Data Mining,w1,C1.112,Dag2,15
Kavish,Data Mining,w1,C1.112,Dag2,15
Kyan,Data Mining,w1,C1.112,Dag2,15
Mahmud,Data Mining,w1,C1.112,Dag2,15
Marise,Data Mining,w1,C1.112,Dag2,15
Michal,Data Mining,w1,C1.112,Dag2,15
Nordin,Data Mining,w1,C1.112,Dag2,15
Ouidad,Data Mining,w1,C1.112,Dag2,15
Remon,Data Mining,w1,C1.112,Dag2,15
Rins,Data Mining,w1,A1.04,Dag3,9
Rivelino,Data Mining,w1,A1.04,Dag3,9
Sayfeddine,Data Mining,w1,A1.04,Dag3,9
Talha,Data Mining,w1,A1.04,Dag3,9
Theadora,Data Mining,w1,A1.04,Dag3,9
Touraya,Data Mining,w1,A1.04,Dag3,9
Yanick,Data Mining,w1,A1.04,Dag3,9
Andre,Data Mining,p1,A1.06,Dag3,9
Ans,Data Mining,p1,A1.06,Dag3,9
Ard,Data Mining,p1,A1.06,Dag3,9
Brigitta,Data Mining,p1,A1.06,Dag3,9
Ciske,Data Mining,p1,A1.06,Dag3,9
Deejay,Data Mining,p1,A1.06,Dag3,9
Herwin,Data Mining,p1,A1.06,Dag3,9
Jarik,Data Mining,p1,A1.06,Dag3,9
Jayme,Data Mining,p1,A1.06,Dag3,9
Jetty,Data Mining,p1,A1.06,Dag3,9
Johannus,Data Mining,p1,A1.08,Dag3,9
Kamil,Data Mining,p1,A1.08,Dag3,9
Kavish,Data Mining,p1,A1.08,Dag3,9
Kyan,Data Mining,p1,A1.08,Dag3,9
Mahmud,Data Mining,p1,A1.08,Dag3,9
Marise,Data Mining,p1,A1.08,Dag3,9
Michal,Data Mining,p1,A1.08,Dag3,9
Nordin,Data Mining,p1,A1.08,Dag3,9
Ouidad,Data Mining,p1,A1.08,Dag3,9
Remon,Data Mining,p1,A1.08,Dag3,9
Rins,Data Mining,p1,A1.10,Dag3,9
Rivelino,Data Mining,p1,A1.10,Dag3,9
Sayfeddine,Data Mining,p1,A1.10,Dag3,9
Talha,Data Mining,p1,A1.10,Dag3,9
Theadora,Data Mining,p1,A1.10,Dag3,9
Touraya,Data Mining,p1,A1.10,Dag3,9
Yanick,Data Mining,p1,A1.10,Dag3,9
Alexandra,Databases 2,h1,B0.201,Dag3,9
Andre,Databases 2,h1,B0.201,Dag3,9
Angelica,Databases 2,h1,B0.201,Dag3,9
Angus,Databases 2,h1,B0.201,Dag3,9
Anne-Jan,Databases 2,h1,B0.201,Dag3,9
Boy,Databases 2,h1,B0.201,Dag3,9
Cemil,Databases 2,h1,B0.201,Dag3,9
Chaimae,Databases 2,h1,B0.201,Dag3,9
Corry,Databases 2,h1,B0.201,Dag3,9
Daisy,Databases 2,h1,B0.201,Dag3,9
Deejay,Databases 2,h1,B0.201,Dag3,9
Desiree,Databases 2,h1,B0.201,Dag3,9
Devlin,Databases 2,h1,B0.201,Dag3,9
Edin,Databases 2,h1,B0.201,Dag3,9
Elbertha,Databases 2,h1,B0.201,Dag3,9
Elske,Databases 2,h1,B0.201,Dag3,9
Enrico,Databases 2,h1,B0.201,Dag3,9
Enya,Databases 2,h1,B0.201,Dag3,9
Erdal,Databases 2,h1,B0.201,Dag3,9
Eylem,Databases 2,h1,B0.201,Dag3,9
Faruk,Databases 2,h1,B0.201,Dag3,9
Faya,Databases 2,h1,B0.201,Dag3,9
Felien,Databases 2,h1,B0.201,Dag3,9
Filipe,Databases 2,h1,B0.201,Dag3,9
Franklin,Databases 2,h1,B0.201,Dag3,9
Harwin,Databases 2,h1,B0.201,Dag3,9
Inger,Databases 2,h1,B0.201,Dag3,9
Jo-Anne,Databases 2,h1,B0.201,Dag3,9
Jodi,Databases 2,h1,B0.201,Dag3,9
Juliette,Databases 2,h1,B0.201,Dag3,9
Karolina,Databases 2,h1,B0.201,Dag3,9
Keely,Databases 2,h1,B0.201,Dag3,9
Kelly,Databases 2,h1,B0.201,Dag3,9
Lakshmi,Databases 2,h1,B0.201,Dag3,9
Lammigje,Databases 2,h1,B0.201,Dag3,9
Lee,Databases 2,h1,B0.201,Dag3,9
Leon,Databases 2,h1,B0.201,Dag3,9
Liza,Databases 2,h1,B0.201,Dag3,9
Logan,Databases 2,h1,B0.201,Dag3,9
Lorraine,Databases 2,h1,B0.201,Dag3,9
Maggy,Databases 2,h1,B0.201,Dag3,9
Malcolm,Databases 2,h1,B0.201,Dag3,9
Marck,Databases 2,h1,B0.201,Dag3,9
Maureen,Databases 2,h1,B0.201,Dag3,9
Mellanie,Databases 2,h1,B0.201,Dag3,9
Mellisa,Databases 2,h1,B0.201,Dag3,9
Micha,Databases 2,h1,B0.201,Dag3,9
Mouna,Databases 2,h1,B0.201,Dag3,9
Nadia,Databases 2,h1,B0.201,Dag3,9
Nesrin,Databases 2,h1,B0.201,Dag3,9
Paulo,Databases 2,h1,B0.201,Dag3,9
Pearl,Databases 2,h1,B0.201,Dag3,9
Priscillia,Databases 2,h1,B0.201,Dag3,9
Sanne,Databases 2,h1,B0.201,Dag3,9
Shan,Databases 2,h1,B0.201,Dag3,9
Sharen,Databases 2,h1,B0.201,Dag3,9
Sharief,Databases 2,h1,B0.201,Dag3,9
Shawny,Databases 2,h1,B0.201,Dag3,9
Sivar,Databases 2,h1,B0.201,Dag3,9
Skye,Databases 2,h1,B0.201,Dag3,9
Sola,Databases 2,h1,B0.201,Dag3,9
Steijn,Databases 2,h1,B0.201,Dag3,9
Stephano,Databases 2,h1,B0.201,Dag3,9
Tjalle,Databases 2,h1,B0.201,Dag3,9
Vinod,Databases 2,h1,B0.201,Dag3,9
Virginie,Databases 2,h1,B0.201,Dag3,9
Wafa,Databases 2,h1,B0.201,Dag3,9
Wissal,Databases 2,h1,B0.201,Dag3,9
Wytske,Databases 2,h1,B0.201,Dag3,9
Yde,Databases 2,h1,B0.201,Dag3,9
Yuki,Databases 2,h1,B0.201,Dag3,9
Ziya,Databases 2,h1,B0.201,Dag3,9
Alexandra,Databases 2,w1,C0.110,Dag3,9
Andre,Databases 2,w1,C0.110,Dag3,9
Angelica,Databases 2,w1,C0.110,Dag3,9
Angus,Databases 2,w1,C0.110,Dag3,9
Anne-Jan,Databases 2,w1,C0.110,Dag3,9
Boy,Databases 2,w1,C0.110,Dag3,9
Cemil,Databases 2,w1,C0.110,Dag3,9
Chaimae,Databases 2,w1,C0.110,Dag3,9
Corry,Databases 2,w1,C0.110,Dag3,9
Daisy,Databases 2,w1,C0.110,Dag3,9
Deejay,Databases 2,w1,C0.110,Dag3,9
Desiree,Databases 2,w1,C0.110,Dag3,9
Devlin,Databases 2,w1,C0.110,Dag3,9
Edin,Databases 2,w1,C0.110,Dag3,9
Elbertha,Databases 2,w1,C0.110,Dag3,9
Elske,Databases 2,w1,C0.110,Dag3,9
Enrico,Databases 2,w1,C0.110,Dag3,9
Enya,Databases 2,w1,C0.110,Dag3,9
Erdal,Databases 2,w1,C0.110,Dag3,9
Eylem,Databases 2,w1,C0.110,Dag3,9
Faruk,Databases 2,w1,C0.110,Dag3,9
Faya,Databases 2,w1,C0.110,Dag3,9
Felien,Databases 2,w1,C0.110,Dag3,9
Filipe,Databases 2,w1,C0.110,Dag3,9
Franklin,Databases 2,w1,C0.110,Dag3,9
Harwin,Databases 2,w1,C0.110,Dag3,9
Inger,Databases 2,w1,C0.110,Dag3,9
Jo-Anne,Databases 2,w1,C0.110,Dag3,9
Jodi,Databases 2,w1,C0.110,Dag3,9
Juliette,Databases 2,w1,C0.110,Dag3,9
Karolina,Databases 2,w1,C0.110,Dag3,9
Keely,Databases 2,w1,C0.110,Dag3,9
Kelly,Databases 2,w1,C0.110,Dag3,9
Lakshmi,Databases 2,w1,C0.110,Dag3,9
Lammigje,Databases 2,w1,C0.110,Dag3,9
Lee,Databases 2,w1,C0.110,Dag3,9
Leon,Databases 2,w1,C0.110,Dag3,9
Liza,Databases 2,w1,C0.110,Dag3,9
Logan,Databases 2,w1,C0.110,Dag3,9
Lorraine,Databases 2,w1,C0.110,Dag3,9
Maggy,Databases 2,w1,C1.112,Dag3,9
Malcolm,Databases 2,w1,C1.112,Dag3,9
Marck,Databases 2,w1,C1.112,Dag3,9
Maureen,Databases 2,w1,C1.112,Dag3,9
Mellanie,Databases 2,w1,C1.112,Dag3,9
Mellisa,Databases 2,w1,C1.112,Dag3,9
Micha,Databases 2,w1,C1.112,Dag3,9
Mouna,Databases 2,w1,C1.112,Dag3,9
Nadia,Databases 2,w1,C1.112,Dag3,9
Nesrin,Databases 2,w1,C1.112,Dag3,9
Paulo,Databases 2,w1,C1.112,Dag3,9
Pearl,Databases 2,w1,C1.112,Dag3,9
Priscillia,Databases 2,w1,C1.112,Dag3,9
Sanne,Databases 2,w1,C1.112,Dag3,9
Shan,Databases 2,w1,C1.112,Dag3,9
Sharen,Databases 2,w1,C1.112,Dag3,9
Sharief,Databases 2,w1,C1.112,Dag3,9
Shawny,Databases 2,w1,C1.112,Dag3,9
Sivar,Databases 2,w1,C1.112,Dag3,9
Skye,Databases 2,w1,C1.112,Dag3,9
Sola,Databases 2,w1,C1.112,Dag3,9
Steijn,Databases 2,w1,C1.112,Dag3,9
Stephano,Databases 2,w1,C1.112,Dag3,9
Tjalle,Databases 2,w1,C1.112,Dag3,9
Vinod,Databases 2,w1,C1.112,Dag3,9
Virginie,Databases 2,w1,C1.112,Dag3,9
Wafa,Databases 2,w1,C1.112,Dag3,9
Wissal,Databases 2,w1,C1.112,Dag3,9
Wytske,Databases 2,w1,C1.112,Dag3,9
Yde,Databases 2,w1,C1.112,Dag3,9
Yuki,Databases 2,w1,C1.112,Dag3,9
Ziya,Databases 2,w1,C1.112,Dag3,9
Abdallah,Heuristieken 1,h1,A1.04,Dag3,11
Andre,Heuristieken 1,h1,A1.04,Dag3,11
Aya,Heuristieken 1,h1,A1.04,Dag3,11
Belle,Heuristieken 1,h1,A1.04,Dag3,11
Cherilyn,Heuristieken 1,h1,A1.04,Dag3,11
Cleo,Heuristieken 1,h1,A1.04,Dag3,11
Cyrano,Heuristieken 1,h1,A1.04,Dag3,11
Dineke,Heuristieken 1,h1,A1.04,Dag3,11
Elske,Heuristieken 1,h1,A1.04,Dag3,11
Emme,Heuristieken 1,h1,A1.04,Dag3,11
Emrah,Heuristieken 1,h1,A1.04,Dag3,11
Geartsje,Heuristieken 1,h1,A1.04,Dag3,11
Georgia,Heuristieken 1,h1,A1.04,Dag3,11
Geurt,Heuristieken 1,h1,A1.04,Dag3,11
Harke,Heuristieken 1,h1,A1.04,Dag3,11
Hetty,Heuristieken 1,h1,A1.04,Dag3,11
Hui,Heuristieken 1,h1,A1.04,Dag3,11
Imran,Heuristieken 1,h1,A1.04,Dag3,11
Jarik,Heuristieken 1,h1,A1.04,Dag3,11
Jo-Anne,Heuristieken 1,h1,A1.04,Dag3,11
Juno,Heuristieken 1,h1,A1.04,Dag3,11
Karim,Heuristieken 1,h1,A1.04,Dag3,11
Kavish,Heuristieken 1,h1,A1.04,Dag3,11
Keely,Heuristieken 1,h1,A1.04,Dag3,11
Kyan,Heuristieken 1,h1,A1.04,Dag3,11
Maan,Heuristieken 1,h1,A1.04,Dag3,11
Machteld,Heuristieken 1,h1,A1.04,Dag3,11
Marcellus,Heuristieken 1,h1,A1.04,Dag3,11
Mathyn,Heuristieken 1,h1,A1.04,Dag3,11
Mattie,Heuristieken 1,h1,A1.04,Dag3,11
Michel,Heuristieken 1,h1,A1.04,Dag3,11
Noa,Heuristieken 1,h1,A1.04,Dag3,11
Nuriye,Heuristieken 1,h1,A1.04,Dag3,11
Pleun,Heuristieken 1,h1,A1.04,Dag3,11
Sahar,Heuristieken 1,h1,A1.04,Dag3,11
Sarena,Heuristieken 1,h1,A1.04,Dag3,11
Shaya,Heuristieken 1,h1,A1.04,Dag3,11
Tea,Heuristieken 1,h1,A1.04,Dag3,11
Timo,Heuristieken 1,h1,A1.04,Dag3,11
Tjesse,Heuristieken 1,h1,A1.04,Dag3,11
Vivianne,Heuristieken 1,h1,A1.04,Dag3,11
Ytje,Heuristieken 1,h1,A1.04,Dag3,11
Zhen,Heuristieken 1,h1,A1.04,Dag3,11
Abdallah,Heuristieken 1,w1,A1.06,Dag3,11
Andre,Heuristieken 1,w1,A1.06,Dag3,11
Aya,Heuristieken 1,w1,A1.06,Dag3,11
Belle,Heuristieken 1,w1,A1.06,Dag3,11
Cherilyn,Heuristieken 1,w1,A1.06,Dag3,11
Cleo,Heuristieken 1,w1,A1.06,Dag3,11
Cyrano,Heuristieken 1,w1,A1.06,Dag3,11
Dineke,Heuristieken 1,w1,A1.06,Dag3,11
Elske,Heuristieken 1,w1,A1.06,Dag3,11
Emme,Heuristieken 1,w1,A1.06,Dag3,11
Emrah,Heuristieken 1,w1,A1.06,Dag3,11
Geartsje,Heuristieken 1,w1,A1.06,Dag3,11
Georgia,Heuristieken 1,w1,A1.06,Dag3,11
Geurt,Heuristieken 1,w1,A1.06,Dag3,11
Harke,Heuristieken 1,w1,A1.06,Dag3,11
Hetty,Heuristieken 1,w1,A1.06,Dag3,11
Hui,Heuristieken 1,w1,A1.06,Dag3,11
Imran,Heuristieken 1,w1,A1.06,Dag3,11
Jarik,Heuristieken 1,w1,A1.06,Dag3,11
Jo-Anne,Heuristieken 1,w1,A1.06,Dag3,11
Juno,Heuristieken 1,w1,A1.06,Dag3,11
Karim,Heuristieken 1,w1,A1.06,Dag3,11
Kavish,Heuristieken 1,w1,A1.06,Dag3,11
Keely,Heuristieken 1,w1,A1.06,Dag3,11
Kyan,Heuristieken 1,w1,A1.06,Dag3,11
Maan,Heuristieken 1,w1,A1.08,Dag3,11
Machteld,Heuristieken 1,w1,A1.08,Dag3,11
Marcellus,Heuristieken 1,w1,A1.08,Dag3,11
Mathyn,Heuristieken 1,w1,A1.08,Dag3,11
Mattie,Heuristieken 1,w1,A1.08,Dag3,11
Michel,Heuristieken 1,w1,A1.08,Dag3,11
Noa,Heuristieken 1,w1,A1.08,Dag3,11
Nuriye,Heuristieken 1,w1,A1.08,Dag3,11
Pleun,Heuristieken 1,w1,A1.08,Dag3,11
Sahar,Heuristieken 1,w1,A1.08,Dag3,11
Sarena,Heuristieken 1,w1,A1.08,Dag3,11
Shaya,Heuristieken 1,w1,A1.08,Dag3,11
Tea,Heuristieken 1,w1,A1.08,Dag3,11
Timo,Heuristieken 1,w1,A1.08,Dag3,11
Tjesse,Heuristieken 1,w1,A1.08,Dag3,11
Vivianne,Heuristieken 1,w1,A1.08,Dag3,11
Ytje,Heuristieken 1,w1,A1.08,Dag3,11
Zhen,Heuristieken 1,w1,A1.08,Dag3,11
Adil,Heuristieken 2,h1,A1.10,Dag3,11
Allan,Heuristieken 2,h1,A1.10,Dag3,11
Amelie,Heuristieken 2,h1,A1.10,Dag3,11
Bert,Heuristieken 2,h1,A1.10,Dag3,11
Bobby,Heuristieken 2,h1,A1.10,Dag3,11
Boy,Heuristieken 2,h1,A1.10,Dag3,11
Chelly,Heuristieken 2,h1,A1.10,Dag3,11
Danique,Heuristieken 2,h1,A1.10,Dag3,11
Deejay,Heuristieken 2,h1,A1.10,Dag3,11
Felien,Heuristieken 2,h1,A1.10,Dag3,11
George,Heuristieken 2,h1,A1.10,Dag3,11
Georgia,Heuristieken 2,h1,A1.10,Dag3,11
Hazel,Heuristieken 2,h1,A1.10,Dag3,11
Herman,Heuristieken 2,h1,A1.10,Dag3,11
Jaiden,Heuristieken 2,h1,A1.10,Dag3,11
Jarik,Heuristieken 2,h1,A1.10,Dag3,11
Johannus,Heuristieken 2,h1,A1.10,Dag3,11
Josef,Heuristieken 2,h1,A1.10,Dag3,11
Laurentia,Heuristieken 2,h1,A1.10,Dag3,11
Le,Heuristieken 2,h1,A1.10,Dag3,11
Liza,Heuristieken 2,h1,A1.10,Dag3,11
Maritte,Heuristieken 2,h1,A1.10,Dag3,11
Mathyn,Heuristieken 2,h1,A1.10,Dag3,11
Mink,Heuristieken 2,h1,A1.10,Dag3,11
Oliver,Heuristieken 2,h1,A1.10,Dag3,11
Romaisa,Heuristieken 2,h1,A1.10,Dag3,11
Romy,Heuristieken 2,h1,A1.10,Dag3,11
Seyit,Heuristieken 2,h1,A1.10,Dag3,11
Vincentius,Heuristieken 2,h1,A1.10,Dag3,11
Yi,Heuristieken 2,h1,A1.10,Dag3,11
Ynte,Heuristieken 2,h1,A1.10,Dag3,11
Ziggy,Heuristieken 2,h1,A1.10,Dag3,11
Adil,Heuristieken 2,w1,B0.201,Dag3,11
Allan,Heuristieken 2,w1,B0.201,Dag3,11
Amelie,Heuristieken 2,w1,B0.201,Dag3,11
Bert,Heuristieken 2,w1,B0.201,Dag3,11
Bobby,Heuristieken 2,w1,B0.201,Dag3,11
Boy,Heuristieken 2,w1,B0.201,Dag3,11
Chelly,Heuristieken 2,w1,B0.201,Dag3,11
Danique,Heuristieken 2,w1,B0.201,Dag3,11
Deejay,Heuristieken 2,w1,B0.201,Dag3,11
Felien,Heuristieken 2,w1,B0.201,Dag3,11
George,Heuristieken 2,w1,B0.201,Dag3,11
Georgia,Heuristieken 2,w1,B0.201,Dag3,11
Hazel,Heuristieken 2,w1,B0.201,Dag3,11
Herman,Heuristieken 2,w1,B0.201,Dag3,11
Jaiden,Heuristieken 2,w1,B0.201,Dag3,11
Jarik,Heuristieken 2,w1,B0.201,Dag3,11
Johannus,Heuristieken 2,w1,B0.201,Dag3,11
Josef,Heuristieken 2,w1,B0.201,Dag3,11
Laurentia,Heuristieken 2,w1,B0.201,Dag3,11
Le,Heuristieken 2,w1,B0.201,Dag3,11
Liza,Heuristieken 2,w1,C0.110,Dag3,11
Maritte,Heuristieken 2,w1,C0.110,Dag3,11
Mathyn,Heuristieken 2,w1,C0.110,Dag3,11
Mink,Heuristieken 2,w1,C0.110,Dag3,11
Oliver,Heuristieken 2,w1,C0.110,Dag3,11
Romaisa,Heuristieken 2,w1,C0.110,Dag3,11
Romy,Heuristieken 2,w1,C0.110,Dag3,11
Seyit,Heuristieken 2,w1,C0.110,Dag3,11
Vincentius,Heuristieken 2,w1,C0.110,Dag3,11
Yi,Heuristieken 2,w1,C0.110,Dag3,11
Ynte,Heuristieken 2,w1,C0.110,Dag3,11
Ziggy,Heuristieken 2,w1,C0.110,Dag3,11
Abdel,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Agelo,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Aya,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Devlin,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Doede,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Emrah,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Enrique,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Everhard,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Eylem,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Gerritjan,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Gidon,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Jetty,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Monika,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Noa,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Oumaima,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Rika,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Rins,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Thys,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Tjesse,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Ylse,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Yun,Informatie- en organisatieontwerp,h1,C1.112,Dag3,11
Abdel,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Agelo,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Aya,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Devlin,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Doede,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Emrah,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Enrique,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Everhard,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Eylem,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Gerritjan,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Gidon,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Jetty,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Monika,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Noa,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Oumaima,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Rika,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Rins,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Thys,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Tjesse,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Ylse,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Yun,Informatie- en organisatieontwerp,h2,A1.04,Dag3,13
Abdel,Informatie- en organisatieontwerp,w1,A1.06,Dag3,13
Agelo,Informatie- en organisatieontwerp,w1,A1.06,Dag3,13
Aya,Informatie- en organisatieontwerp,w1,A1.06,Dag3,13
Devlin,Informatie- en organisatieontwerp,w1,A1.06,Dag3,13
Doede,Informatie- en organisatieontwerp,w1,A1.06,Dag3,13
Emrah,Informatie- en organisatieontwerp,w1,A1.06,Dag3,13
Enrique,Informatie- en organisatieontwerp,w1,A1.06,Dag3,13
Everhard,Informatie- en organisatieontwerp,w1,A1.06,Dag3,13
Eylem,Informatie- en organisatieontwerp,w1,A1.06,Dag3,13
Gerritjan,Informatie- en organisatieontwerp,w1,A1.06,Dag3,13
Gidon,Informatie- en organisatieontwerp,w1,A1.06,Dag3,13
Jetty,Informatie- en organisatieontwerp,w1,A1.06,Dag3,13
Monika,Informatie- en organisatieontwerp,w1,A1.06,Dag3,13
Noa,Informatie- en organisatieontwerp,w1,A1.06,Dag3,13
Oumaima,Informatie- en organisatieontwerp,w1,A1.06,Dag3,13
Rika,Informatie- en organisatieontwerp,w1,A1.08,Dag3,13
Rins,Informatie- en organisatieontwerp,w1,A1.08,Dag3,13
Thys,Informatie- en organisatieontwerp,w1,A1.08,Dag3,13
Tjesse,Informatie- en organisatieontwerp,w1,A1.08,Dag3,13
Ylse,Informatie- en organisatieontwerp,w1,A1.08,Dag3,13
Yun,Informatie- en organisatieontwerp,w1,A1.08,Dag3,13
Abdel,Informatie- en organisatieontwerp,p1,A1.10,Dag3,13
Agelo,Informatie- en organisatieontwerp,p1,A1.10,Dag3,13
Aya,Informatie- en organisatieontwerp,p1,A1.10,Dag3,13
Devlin,Informatie- en organisatieontwerp,p1,A1.10,Dag3,13
Doede,Informatie- en organisatieontwerp,p1,A1.10,Dag3,13
Emrah,Informatie- en organisatieontwerp,p1,A1.10,Dag3,13
Enrique,Informatie- en organisatieontwerp,p1,A1.10,Dag3,13
Everhard,Informatie- en organisatieontwerp,p1,A1.10,Dag3,13
Eylem,Informatie- en organisatieontwerp,p1,A1.10,Dag3,13
Gerritjan,Informatie- en organisatieontwerp,p1,A1.10,Dag3,13
Gidon,Informatie- en organisatieontwerp,p1,A1.10,Dag3,13
Jetty,Informatie- en organisatieontwerp,p1,A1.10,Dag3,13
Monika,Informatie- en organisatieontwerp,p1,A1.10,Dag3,13
Noa,Informatie- en organisatieontwerp,p1,A1.10,Dag3,13
Oumaima,Informatie- en organisatieontwerp,p1,A1.10,Dag3,13
Rika,Informatie- en organisatieontwerp,p1,B0.201,Dag3,13
Rins,Informatie- en organisatieontwerp,p1,B0.201,Dag3,13
Thys,Informatie- en organisatieontwerp,p1,B0.201,Dag3,13
Tjesse,Informatie- en organisatieontwerp,p1,B0.201,Dag3,13
Ylse,Informatie- en organisatieontwerp,p1,B0.201,Dag3,13
Yun,Informatie- en organisatieontwerp,p1,B0.201,Dag3,13
Amadou,Interactie-ontwerp,h1,C0.110,Dag3,13
Anthonius,Interactie-ontwerp,h1,C0.110,Dag3,13
Berit,Interactie-ontwerp,h1,C0.110,Dag3,13
Buck,Interactie-ontwerp,h1,C0.110,Dag3,13
Carmela,Interactie-ontwerp,h1,C0.110,Dag3,13
Devon,Interactie-ontwerp,h1,C0.110,Dag3,13
Fynn,Interactie-ontwerp,h1,C0.110,Dag3,13
Hedwich,Interactie-ontwerp,h1,C0.110,Dag3,13
Jacky,Interactie-ontwerp,h1,C0.110,Dag3,13
